nm_jogo,nota_rank,nota_media,qt_avaliacoes,link,slug
Nemesis,8.7,8.85,895,https://ludopedia.com.br/jogo/nemesis,nemesis
Mansions of Madness (2ª Edição),8.7,8.76,2227,https://ludopedia.com.br/jogo/mansions-of-madness-second-edition,mansions-of-madness-second-edition
Ticket to Ride Legacy: Lendas do Oeste,8.69,9.25,241,https://ludopedia.com.br/jogo/ticket-to-ride-legacy-legends-of-the-west,ticket-to-ride-legacy-legends-of-the-west
Scythe,8.69,8.75,2448,https://ludopedia.com.br/jogo/scythe,scythe
As Ruínas Perdidas de Arnak,8.69,8.78,1429,https://ludopedia.com.br/jogo/lost-ruins-of-arnak,lost-ruins-of-arnak
Arkham Horror: The Card Game (Revised Edition),8.68,8.88,668,https://ludopedia.com.br/jogo/arkham-horror-the-card-game-revised-edition,arkham-horror-the-card-game-revised-edition
Zombicide: Segunda Edição,8.68,8.82,949,https://ludopedia.com.br/jogo/zombicide-2nd-edition,zombicide-2nd-edition
Five Tribes,8.68,8.75,2029,https://ludopedia.com.br/jogo/five-tribes-the-djinns-of-naqala,five-tribes-the-djinns-of-naqala
The Castles of Burgundy: Alea 20th Anniversary Edition,8.66,9.17,258,https://ludopedia.com.br/jogo/the-castles-of-burgundy-alea-20th-anniversary-edition,the-castles-of-burgundy-alea-20th-anniversary-edition
Clank!: Uma Aventura de Construção de Baralho,8.65,8.71,1938,https://ludopedia.com.br/jogo/clank-a-deck-building-adventure,clank-a-deck-building-adventure
Caverna: The Cave Farmers,8.64,8.74,1323,https://ludopedia.com.br/jogo/caverna-the-cave-farmers,caverna-the-cave-farmers
On Mars,8.64,9.0,366,https://ludopedia.com.br/jogo/on-mars,on-mars
Through The Ages: Uma Nova História da Civilização,8.64,8.77,951,https://ludopedia.com.br/jogo/through-the-ages-a-new-story-of-civilization,through-the-ages-a-new-story-of-civilization
La Granja: Deluxe Master Set,8.63,9.07,300,https://ludopedia.com.br/jogo/la-granja-deluxe-master-set,la-granja-deluxe-master-set
Sky Team,8.63,8.78,906,https://ludopedia.com.br/jogo/sky-team,sky-team
Azul,8.62,8.65,5079,https://ludopedia.com.br/jogo/azul,azul
Barrage,8.62,8.79,765,https://ludopedia.com.br/jogo/barrage,barrage
Tiranos da Umbreterna (Segunda Edição),8.62,8.9,458,https://ludopedia.com.br/jogo/tyrants-of-the-underdark-board-game,tyrants-of-the-underdark-board-game
Brass Birmingham: Deluxe Edition,8.61,9.51,144,https://ludopedia.com.br/jogo/brass-birmingham-deluxe-edition,brass-birmingham-deluxe-edition
Mage Knight Board Game,8.6,8.8,675,https://ludopedia.com.br/jogo/mage-knight-board-game,mage-knight-board-game
7 Wonders: Segunda Edição,8.59,8.71,1092,https://ludopedia.com.br/jogo/7-wonders-second-edition,7-wonders-second-edition
Pandemic Legacy: 1ª Temporada,8.59,8.76,765,https://ludopedia.com.br/jogo/pandemic-legacy-season-1,pandemic-legacy-season-1
Eclipse: O Segundo Despertar da Galáxia,8.59,8.91,403,https://ludopedia.com.br/jogo/eclipse-second-dawn-for-the-galaxy,eclipse-second-dawn-for-the-galaxy
Concordia,8.58,8.73,869,https://ludopedia.com.br/jogo/concordia,concordia
Ticket to Ride: Europa,8.58,8.62,3595,https://ludopedia.com.br/jogo/ticket-to-ride-europe,ticket-to-ride-europe
Endeavor: Mar Profundo,8.58,8.99,318,https://ludopedia.com.br/jogo/endeavor-deep-sea,endeavor-deep-sea
Agricola 15: Edição de Aniversário,8.57,9.05,266,https://ludopedia.com.br/jogo/agricola-15th-anniversary-edition,agricola-15th-anniversary-edition
O Senhor dos Anéis: Card Game (Revised Core Set),8.57,8.94,343,https://ludopedia.com.br/jogo/the-lord-of-the-rings-the-card-game-revised-core-set,the-lord-of-the-rings-the-card-game-revised-core-set
Cthulhu: Death May Die,8.56,8.85,452,https://ludopedia.com.br/jogo/cthulhu-death-may-die,cthulhu-death-may-die
Ticket to Ride: Europa - 15 Anos,8.56,8.9,380,https://ludopedia.com.br/jogo/ticket-to-ride-europe-15th-anniversary,ticket-to-ride-europe-15th-anniversary
Agricola: Edição Revisada,8.56,8.66,1222,https://ludopedia.com.br/jogo/agricola-revised-edition,agricola-revised-edition
Trickerion: Lendas Da Ilusão – Big Box,8.55,9.11,231,https://ludopedia.com.br/jogo/trickerion-collector-s-edition,trickerion-collector-s-edition
Anachrony,8.55,8.72,749,https://ludopedia.com.br/jogo/anachrony,anachrony
Great Western Trail: Argentina,8.55,8.86,422,https://ludopedia.com.br/jogo/great-western-trail-argentina,great-western-trail-argentina
Azul Mini,8.55,8.66,1176,https://ludopedia.com.br/jogo/azul-mini,azul-mini
Trajan,8.54,8.67,1023,https://ludopedia.com.br/jogo/trajan,trajan
Tainted Grail: A Queda de Avalon,8.54,8.95,308,https://ludopedia.com.br/jogo/tainted-grail-the-fall-of-avalon,tainted-grail-the-fall-of-avalon
Nucleum,8.53,8.93,324,https://ludopedia.com.br/jogo/nucleum,nucleum
Tiranos da Umbreterna,8.53,8.69,804,https://ludopedia.com.br/jogo/tyrants-of-the-underdark,tyrants-of-the-underdark
As Viagens de Marco Polo,8.53,8.61,1537,https://ludopedia.com.br/jogo/the-voyages-of-marco-polo,the-voyages-of-marco-polo
Wingspan: Ásia,8.53,8.86,385,https://ludopedia.com.br/jogo/wingspan-asia,wingspan-asia
The Thing: The Boardgame,8.53,8.89,349,https://ludopedia.com.br/jogo/the-thing-the-boardgame,the-thing-the-boardgame
Robinson Crusoé: Aventuras na Ilha Amaldiçoada,8.52,8.61,1536,https://ludopedia.com.br/jogo/robinson-crusoe-adventures-on-the-cursed-island,robinson-crusoe-adventures-on-the-cursed-island
Lords of Waterdeep,8.52,8.6,1559,https://ludopedia.com.br/jogo/lords-of-waterdeep,lords-of-waterdeep
World Wonders,8.52,8.65,967,https://ludopedia.com.br/jogo/world-wonders,world-wonders
Keep the Heroes Out!,8.51,8.77,478,https://ludopedia.com.br/jogo/keep-the-heroes-out,keep-the-heroes-out
Stone Age,8.51,8.55,2873,https://ludopedia.com.br/jogo/stone-age,stone-age
The White Castle,8.51,8.68,715,https://ludopedia.com.br/jogo/the-white-castle,the-white-castle
Revive,8.51,8.78,465,https://ludopedia.com.br/jogo/revive,revive
El Grande: Big Box,8.5,8.78,446,https://ludopedia.com.br/jogo/el-grande-big-box,el-grande-big-box
